y/delta,y^+,U,dU/dy,k,u'u',v'v',w'w',u'v',epsilon,b_11,b_22,b_33,b_12,phi_11,phi_22,phi_33,phi_12
0.0,0.0,0.0,1.0,2.1795672387386953e-34,1.509945016220432e-34,0.0,2.849189461256958e-34,0.0,0.1527735078218591,0.013053093610354283,-0.3333333333333333,0.320280239722979,0.0,6.20513970675064e-19,6.20513970675064e-19,-4.56151406429637e-19,0.1190530439124204
2.764315143122253e-06,0.002765729439839074,0.00276572561713386,0.9999972356421352,9.62462088716046e-07,1.341024401271959e-06,9.232769096936696e-15,5.838997669273642e-07,-2.1628300234715628e-11,0.15256324616931227,0.363330159698858,-0.33333332853690073,-0.029996831161957227,-1.1235923205852421e-05,-0.0001282170963612389,-0.0001282170963612389,0.0001049875585978201,0.1190455847383713
1.382146873540879e-05,0.013828540164259,0.01382844458687292,0.9999861752418772,2.403668238405783e-05,3.351622327912695e-05,5.750532684850959e-12,1.455713573845603e-05,-2.706425522426997e-09,0.15172672153654523,0.36385571180203774,-0.3333332137134001,-0.030522498088637606,-5.6297817626903783e-05,-0.000638305776928105,-0.000638305776928105,0.000523076960456023,0.1190127625851739
3.869966314673512e-05,0.03871946291763557,0.03871871306724336,0.999961236181274,0.0001880146520915856,0.0002626071231595128,3.507267051801631e-10,0.0001134218302969532,-5.9554587844274416e-08,0.14987037176713755,0.36503543803133603,-0.33333240062223535,-0.03170303740910074,-0.0001583775178736182,-0.001769868576191121,-0.001769868576191121,0.001452983680753917,0.1189204055319212
8.29265658670586e-05,0.08296899329076779,0.08296554035143106,0.9999164637380789,0.0008598614978389978,0.001204591713100392,7.293990120801097e-09,0.0005151239885874827,-5.884895271080349e-07,0.1466551165281171,0.36712349379973946,-0.3333290919583333,-0.03379440184140625,-0.00034220018490595613,-0.00372719028607475,-0.00372719028607475,0.003069844343358948,0.1186897927659521
0.0001520290955829839,0.1521068776879944,0.1520951733346186,0.9998442493847888,0.002872331626885201,0.004042497478422349,8.065319796816873e-08,0.001702085122150085,-3.650006032563008e-06,0.14183646673879338,0.37036282775480917,-0.3333192936595691,-0.03704353409523986,-0.000635373366779575,-0.006649805153345885,-0.006649805153345885,0.005505717941257812,0.118155209906591
0.0002515332082846378,0.251661899324635,0.2516291874263023,0.9997315874361384,0.007795558525790435,0.01104335695386771,5.861158108652951e-07,0.004547173981902295,-1.66832092277253e-05,0.13530431595526726,0.37497748989584395,-0.3332957404008368,-0.04168174949500708,-0.0010700457941872547,-0.01057916850944456,-0.01057916850944456,0.008827789939505481,0.1170259284720436
0.0003869636834078483,0.3871616642597545,0.3870807860800715,0.999551104238908,0.01824364281372401,0.02606994658534013,3.149546037480441e-06,0.01041418949607041,-6.146762710021536e-05,0.12711193535273757,0.3811606647000169,-0.3332470143325274,-0.04791365036748935,-0.0016846314008618817,-0.01542830170313955,-0.01542830170313955,0.01301904627166444,0.1148776424007309
0.0005610795948808311,0.5613666580367414,0.5611825616824662,0.9992479211326144,0.03782827139466749,0.05464432791827076,1.320151107891895e-05,0.0209990133599853,-0.0001900230311192483,0.11762475826723869,0.3889350376974107,-0.33315884067754703,-0.05577619701986364,-0.0025116536404308863,-0.02088361479523384,-0.02088361479523384,0.01789455741520288,0.1112494407555634
0.0007738742043458258,0.7742701388503129,0.7738731657635868,0.99871805562725,0.07081579617939573,0.103601079964097,4.479966916546452e-05,0.03798571272552903,-0.0005062137030063628,0.10740869953632297,0.39814951056244946,-0.33301702206111394,-0.0651324885013353,-0.0035741580997266866,-0.02648246142007924,-0.02648246142007924,0.02315393202733425,0.1057911704089569
