y/delta,y^+,U,dU/dy,k,u'u',v'v',w'w',u'v',epsilon,b_11,b_22,b_33,b_12,phi_11,phi_22,phi_33,phi_12
0.0,0.0,0.0,1.0,2.203287923059021e-34,1.458396928712247e-34,0.0,2.948178917405795e-34,0.0,0.4632432433786098,-0.0023741079300041434,-0.3333333333333333,0.33570744126333746,0.0,-1.2080843609248212e-19,4.707926549679904e-19,-3.499842188755082e-19,0.1005397685970014
4.960055044689327e-06,0.002695770315769523,0.002695763630176473,0.9999950399289634,8.41417117038035e-07,1.189616701975902e-06,7.394295099260748e-15,4.932175247058725e-07,-1.910620852615977e-11,0.4630225503859367,0.37357925371006,-0.33333332893938,-0.04024592477068023,-1.135358916479952e-05,1.922749553408648e-05,-0.0001099679891567326,9.074049362264612e-05,0.1005320691222236
2.479993079318454e-05,0.01347866438236128,0.01347849723956927,0.9999751977279504,2.101484896201723e-05,2.973259640193555e-05,4.606104124225703e-12,1.229709691599479e-05,-2.390467144677508e-09,0.46214562610978416,0.3740854174669936,-0.33333322374167906,-0.04075219372531441,-5.687566798595837e-05,9.539165154119352e-05,-0.0005475386097797913,0.0004521469582385976,0.1004992958725535
6.94383596384629e-05,0.0377394740587645,0.03773816328411264,0.99993050942757,0.0001643997963176038,0.0002329724656093623,2.8102189600387615e-10,9.582684600394942e-05,-5.258512422043052e-08,0.4602056979666791,0.37522127204854633,-0.3333324786428097,-0.04188879340573626,-0.00015993062460625368,0.0002624248702808232,-0.001518717056318484,0.00125629218603766,0.100412610879558
0.0001487923519430945,0.08086805528724719,0.08086202857406799,0.999850689978268,0.0007520442583009451,0.001068751209655581,5.847957200343076e-09,0.0004353314589891092,-5.193396427564131e-07,0.45686478108783685,0.37723070452672275,-0.33332944529274544,-0.043901259233976975,-0.0003452852920715933,0.0005447249780700105,-0.003200267085735489,0.002655542107665477,0.1002095325019172
0.0002727765073938793,0.1482529538173228,0.1482326151435646,0.999724010376356,0.002513125627280424,0.003587132920736242,6.472733078532985e-08,0.00143905360649382,-3.218549197820581e-06,0.45190127352064047,0.38034625390999394,-0.33332045547914196,-0.047025798430852084,-0.0006403478526665478,0.0009490557427014574,-0.005715264410229457,0.004766208667527997,0.09975694402140954
0.000451302326524794,0.2452810310211923,0.2452247868325503,0.9995340165444724,0.006824326091782277,0.009801307697485445,4.710549019343355e-07,0.003846873431177177,-1.469549368400434e-05,0.44525337266247916,0.38478209415832715,-0.3332988204088629,-0.05148327374946404,-0.0010766992583854085,0.001455073775378752,-0.009105226510382638,0.00765015273500389,0.09881561506248585
0.000694277522454545,0.3773370898258246,0.377201035463019,0.9992516822380684,0.01598196094110696,0.02314367894241369,2.536206868285839e-06,0.008817706732931937,-5.407364593551074e-05,0.437043555910671,0.39072296450450533,-0.33325398741083884,-0.05746897709366666,-0.0016917087375814045,0.002006115276726334,-0.01330432320074773,0.0112982079240214,0.09703231985298882
0.001006645277842999,0.5471077304725138,0.5468097258580288,0.9988264995756224,0.0331672206054523,0.04852522387918291,1.065722603350749e-05,0.01779856010568818,-0.0001669253630077874,0.42770051011349697,0.3981904873754472,-0.3331726743176099,-0.06501781305783716,-0.002516420730477893,0.002496661344343814,-0.01805321428290442,0.0155565529385606,0.09402175783996929
0.00138838390163265,0.754581163957224,0.7539744515261873,0.9981676869992736,0.06215193749994613,0.0920314170386852,3.627450358264674e-05,0.03223618345762439,-0.0004440630580106027,0.4177845790813962,0.4070411484659265,-0.33304151215251593,-0.07399963631341072,-0.0035723991549819955,0.00279226557865264,-0.02296223834368909,0.02016997276503646,0.08948595834334475
