y/delta,y^+,U,dU/dy,k,u'u',v'v',w'w',u'v',epsilon,b_11,b_22,b_33,b_12,phi_11,phi_22,phi_33,phi_12
0.0,0.0,0.0,1.0,-2.3425033322307525e-10,4.176503139302004e-36,0.0,-4.685006664461505e-10,0.0,0.5778192249980421,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,-0.0,3.587971591561141e-18,-1.3196906672431499e-17,9.60893508087036e-18,0.1526135597434429
1.371071353273301e-05,0.07110235019829264,0.07110185565654703,0.9999858899371266,0.0007245991798437662,0.001005729630036473,4.711428583307734e-09,0.0004434640182224768,-3.980482056045502e-07,0.5702910708259398,0.3606569843574226,-0.3333300822748762,-0.027326902082545845,-0.0002746678554689884,0.0007126605690208664,-0.003781767560642766,0.003069106991621898,0.1522987431228776
4.169953934984871e-05,0.2162495221624994,0.2162444005069231,0.9999469147763482,0.0066154439450231,0.009271134506947366,3.846287241004186e-07,0.003959368754374734,-1.13718246691514e-05,0.5563500654315835,0.3673856648166081,-0.33330426281839154,-0.03408140199821652,-0.0008594906678717002,0.001940250846004503,-0.01084468395345518,0.008904433107450677,0.1507515720374949
8.453381948780869e-05,0.4383836933411095,0.4383546313113363,0.9998185653292307,0.02667850663959166,0.03792463528677893,6.04829231846731e-06,0.01542632970008592,-9.679784760567144e-05,0.5381351076311016,0.37743799654496096,-0.33321997818193416,-0.044218018363026634,-0.0018141541600012329,0.003271317289448768,-0.02008728893199888,0.01681597164255012,0.1464094539580595
0.0001427808370142447,0.740446735376326,0.7403063177345499,0.9993785912833544,0.07431813547934493,0.1075991555237776,4.471795879474329e-05,0.04099239747611752,-0.000478145725453312,0.5179519577082443,0.3905758096354269,-0.3330324783770947,-0.05754333125833211,-0.003216884562356936,0.00414240168072637,-0.0300085348012786,0.02586613312055223,0.137671098898791
0.0002170078137750941,1.125380202420942,1.124780601314649,0.998062614991192,0.1669074739112718,0.2469056764728029,0.0002115274855986984,0.08669774386414202,-0.001718677337371014,0.4972813842597595,0.4063150199934273,-0.3326996664260289,-0.07361535356739835,-0.005148593101003567,0.003945713307641386,-0.03902723500697648,0.0350815216993351,0.1236887712643872
0.0003077819081407362,1.596125319450033,1.593912181611315,0.9947055589386128,0.3249395163529989,0.4920761127102227,0.0007408701319817946,0.1570620498637934,-0.004981768284725916,0.4760184574123263,0.4238477541396574,-0.3321933209699602,-0.09165443316969696,-0.007665685510705874,0.002160235013828798,-0.04583454208828971,0.04367430707446097,0.1050478442853776
0.0004156702127537937,2.155622970581291,2.148568636179321,0.9872936380317612,0.5700385143238729,0.883968313463455,0.002085514823428185,0.2540232003608626,-0.01227870555596587,0.4524884331484805,0.44202507776625416,-0.3315040579677014,-0.11052101979855267,-0.01077006662482248,-0.001530158170199532,-0.04966166793585924,0.05119182610605877,0.08402206861969116
0.0005275290387434239,2.735711337193032,2.717918867902522,0.9748179109346056,0.8794886986572366,1.391516383504098,0.004574179300730613,0.3628868345096443,-0.02463060294009045,0.42787722070294204,0.45776062024935743,-0.3307328568816664,-0.1270277633676911,-0.014002796725924584,-0.006503823317326688,-0.05042994595102346,0.05693376926835017,0.06607916759267819
0.0006433579417870483,3.336388115074059,3.298192924991181,0.9562887308572536,1.245270585156588,2.002918592492006,0.00855475882181192,0.4790678189993579,-0.04302616760017188,0.4022447409484413,0.4708768585584741,-0.3298984337525582,-0.14097842480591596,-0.017275830696170145,-0.01233066963228175,-0.04912492878378837,0.06145559841607012,0.05296660263527452
0.0007631564617923692,3.95765091823304,3.884810062158415,0.9312143085821216,1.655226827526599,2.697083123343675,0.01432665449763796,0.5990438772118853,-0.0679567317407124,0.3770855540171987,0.48138374304885617,-0.32900563206019534,-0.15237811098866078,-0.020527921192003622,-0.0186532703654224,-0.04646983507971594,0.06512310544513832,0.04544228246119063
0.0008869241228990354,4.599497278907139,4.472661471036921,0.8996593658158216,2.094180198292009,3.445994837431021,0.02212984198125212,0.7202357171717447,-0.099357648422942,0.35427451486945155,0.4894217572366037,-0.3280496805704763,-0.1613720766661274,-0.02372232544839671,-0.02518705655565659,-0.04296429809489644,0.06815135465055305,0.04344885206067252
0.001014660433480419,5.261924647571224,5.056451911678452,0.8622016752149116,2.545676801746448,4.218370752185365,0.03214303054052793,0.8408398207670033,-0.1366517079500359,0.3352437206739642,0.49520286365981475,-0.32702007500484553,-0.1681827886549693,-0.02683995624587668,-0.03171354074943173,-0.0389343685392805,0.07064790928871224,0.04633051983979702
0.001146364886145945,5.944930392949966,5.631040719012941,0.8198167667632708,2.993814027704709,4.983497331857055,0.0444868998750257,0.9596438236773368,-0.178864316760865,0.3206007371185058,0.4989657483296969,-0.3259035298346282,-0.1730622184950689,-0.029872315899661328,-0.03806954761744904,-0.03458347551580247,0.07265302313325155,0.05306009581009095
0.001282036957742871,6.648511802027046,6.191734746573503,0.7737284660928244,3.42472575379572,5.714370530246509,0.05922935787049043,1.07585161947444,-0.2247728164384186,0.3101450400320595,0.5009481451052118,-0.3246860193396734,-0.1762621257655385,-0.03281617749819771,-0.04413565431164559,-0.03003706975796883,0.07417272406961439,0.06244717650878025
0.001421676109358172,7.372666080054942,6.734504325216657,0.7252583950226856,3.827505553481124,6.389683782639549,0.0763908980380254,1.188936426284674,-0.2730568406437616,0.3031159228012334,0.5013726773252429,-0.3233541318703142,-0.17801854545492854,-0.03567033892288097,-0.04982617142875461,-0.02537698255343944,0.07520315398219407,0.07330788939224044
0.001565281786321093,8.117390350568176,7.256111921581341,0.6756973507010433,4.19454675123852,6.994613934909116,0.09594917818573644,1.298530389382188,-0.3224268187495392,0.29850112073752233,0.5004413686465436,-0.3218959619227744,-0.17854540672376912,-0.03843404757073413,-0.05508167472754104,-0.02066456312635109,0.0757462378538921,0.08458621938162376
0.001712853418205151,8.882681655393672,7.754158045599447,0.6262103961235123,4.521409574438359,7.520625289776707,0.1178427239763971,1.404351135123613,-0.3717187995118702,0.2952934949051992,0.4983348849469034,-0.3203016977298462,-0.1780331872170573,-0.04110651704872859,-0.05986396508301194,-0.01595387425449093,0.07581783933750286,0.0954258887915644
0.001864390418830353,9.668536954662272,8.227058594739763,0.5777783178119661,4.806380683700941,7.964627136814526,0.141974114455463,1.506160116131893,-0.4199529334143858,0.2926505327818472,0.4952139313292024,-0.3185639960920162,-0.17664993523718617,-0.04368702367235501,-0.0641527340574562,-0.01129737548810927,0.07545010954556548,0.1051986397271326
0.002019892186265637,10.47495312682141,8.673972360172826,0.5311718211553739,5.049886987171329,8.327816005286795,0.1682131521113594,1.603744816944503,-0.4663592637429678,0.2899598010977965,0.4912213573402083,-0.31667819307586953,-0.17454316426433863,-0.04617521787395453,-0.06794309304393269,-0.006746778320220752,0.07468987136415345,0.1134991558704938
0.002179358102831097,11.30192696864662,9.094697867056889,0.4869514639513856,5.253889874528864,8.614462979202218,0.1964004428192719,1.696916327036239,-0.5103777808489457,0.28683681150037077,0.4864842860809592,-0.3146423779165257,-0.1718419081644333,-0.048571419751609585,-0.07124330114039008,-0.002351423107964338,0.07359472424835439,0.1201182137537637
0.002342787535100643,12.14945519525534,9.48955643693405,0.4454852641894829,5.421340355264316,8.830814306843106,0.2263516148627094,1.785514788822818,-0.5516408225715267,0.2830856266485617,0.48111602126843683,-0.31245735063996544,-0.16865867062847112,-0.05087679304582526,-0.07407233807064954,0.001844102085808123,0.07222823598484139,0.125004291468345
0.002510179833904336,13.01753444011904,9.859274626459758,0.4069764578706155,5.555734622444644,8.984189789328289,0.2578621850813868,1.869417270479614,-0.5899453502913321,0.2786468155049841,0.47521768645737167,-0.3101264846800834,-0.16509120177728812,-0.05309337021858536,-0.07645727067657389,0.005802065556600415,0.07065520511997347,0.1282216492825911
0.002681534334331159,13.90616125507758,10.20487510228769,0.3714953193895211,5.660779376888015,9.082301283462773,0.2907129054278092,1.948544564885448,-0.6252211466289805,0.2735483879679235,0.4688796375999838,-0.3076555170758459,-0.1612241205241379,-0.055223945768108414,-0.07843057555661036,0.009492957309392982,0.06893761824721735,0.1299109645494171
0.002856850355731466,14.81533211035189,10.52758125227852,0.3390106735892723,5.74015786243521,9.132775233646273,0.3246753184000326,2.022865172824118,-0.6574993405760085,0.2678666873541389,0.46218270059084304,-0.3050522889630403,-0.15713041162780242,-0.057271886621692164,-0.08002766762055381,0.01289603395656996,0.06713163366398386,0.1302564257536972
0.003036127201719752,15.74504339455838,10.82873781580348,0.3094184038789963,5.797378905055401,9.142844546126591,0.3595172228917295,2.092396041092478,-0.6868839308526583,0.26169880150566394,0.4551992687149728,-0.30232645688282006,-0.1528728118321531,-0.059240903699919044,-0.08128481113038229,0.01599914601461799,0.06528566511576428,0.1294605637492046
0.003219364160177429,16.69529141472329,11.1097476611381,0.2825655885630782,5.835689092762821,9.119170108542551,0.3950077778268206,2.157200299156267,-0.7135276777751021,0.25514543809170503,0.4479942839871102,-0.29948919157493387,-0.14850509241217655,-0.061134826276128165,-0.08223745629393542,0.01879802200519545,0.06343943428873995,0.1277261689322298
