% Filename : LM_Couette_R0500_100PI_RSTE_uv_prof.dat 
% 
% Description : Terms in Reynolds stress transport equation for u'v'
% 
% Total number of data points  : 128
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent Couette flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Extreme-scale motions in turbulent plane Couette flows, 
%    2018, Journal of Fluid Mechanics, vol. 842, pp. 128-145 
% 
% The paper can be found at http://doi.org/10.1017/jfm.2018.131 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 15360 
%  Grid (wall-normal)      ny = 256 
%  Grid (spanwise)         nz = 1536 
%  Streamwise domain size  Lx = 100pi 
%  Spanwise domain size    Lz = 5pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 1.00000e-04 
%  channel half width   delta = 1.000 
%  Velocity at wall    U_mean = (+/-) 1.000 
%  Friction vel         u_tau = 5.01370e-02 
%  Re_tau              Re_tau =  501.370 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 3/7/2018.
% 
% 
% 
% Remark: (u_i=u, u_j=v)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Couette_R0500_100PI_RSTE_uv_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    9.572478277367731e-12   -8.441028252713102e-09    1.533664458992883e-01   -1.533664456918853e-01    1.401625877664276e-20   -8.224052799890718e-09
    1.137017775942883e-05    5.700667374353908e-03   -1.976570784866280e-13   -6.235664654327550e-12   -3.833602919554237e-05    1.533632809318395e-01   -1.533505082815782e-01   -2.556207184440378e-05   -1.313523173628544e-09
    5.684907886405188e-05    2.850242942539999e-02   -1.226253887040285e-10   -2.904418194254099e-10   -1.926200226794428e-04    1.533282528271630e-01   -1.532641825772075e-01   -1.285518054035353e-04    1.619612397728244e-09
    1.591698193881275e-04    7.980299126064701e-02   -7.413162903117170e-09   -1.800280579589078e-08   -5.451454126956712e-04    1.530745718497154e-01   -1.528938838413998e-01   -3.645011526519035e-04    1.833230317077822e-08
    3.410564671805227e-04    1.709955214777642e-01   -1.517563347084043e-07   -3.663117132378956e-07   -1.189425087679132e-03    1.521946706001190e-01   -1.518024766092882e-01   -7.977923329026894e-04    4.316800643962455e-08
    6.252204245906778e-04    3.134668385714681e-01   -1.637229894673790e-06   -3.918848562677626e-06   -2.236914900789036e-03    1.499757143170272e-01   -1.492407832240603e-01   -1.507569905010227e-03    3.001873075808570e-08
    1.034356813211845e-03    5.185955983518106e-01   -1.148666126725696e-05   -2.714556478128998e-05   -3.814652561106854e-03    1.453061026063103e-01   -1.440421161463335e-01   -2.589286261104089e-03   -1.206607449025232e-08
    1.591140861214257e-03    7.977504826609803e-01   -5.887049292501426e-05   -1.364307715731418e-04   -6.033384261017651e-03    1.368594603823026e-01   -1.347719571567587e-01   -4.141135856135653e-03   -4.644383622132153e-08
    2.306854116087109e-03    1.156587722304212e+00   -2.323470435874928e-04   -5.220900310522797e-04   -8.850521206527099e-03    1.238554831879557e-01   -1.204367895748465e-01   -6.186160619586094e-03   -1.040484715261747e-07
    3.181382648813180e-03    1.595050196676604e+00   -7.330104843525480e-04   -1.568476045703282e-03   -1.193399659166373e-02    1.068128183368030e-01   -1.011715216224611e-01   -8.594012293519219e-03   -1.741138584299834e-07
    4.214587249764312e-03    2.113068110230344e+00   -1.922521742018608e-03   -3.816715061027463e-03   -1.464150053815274e-02    8.761033232584663e-02   -7.828849883345489e-02   -1.105863581676091e-02   -2.680320461603131e-07
    5.406303450860905e-03    2.710559003584820e+00   -4.326358790997017e-03   -7.710588813325850e-03   -1.615158114728653e-02    6.916876976391713e-02   -5.410785749866594e-02   -1.312725818546862e-02   -3.583008895882006e-07
    6.756341551752310e-03    3.387427766652685e+00   -8.555346845884255e-03   -1.319073360850330e-02   -1.580718778606902e-02    5.472215252899683e-02   -3.150609875139911e-02   -1.433679954186907e-02   -4.149209897816308e-07
    8.264486650013891e-03    4.143566653779763e+00   -1.513867515912304e-02   -1.943107204322883e-02   -1.347103933187796e-02    4.690886787864434e-02   -1.326625616677095e-02   -1.439772956315190e-02   -4.452592045397358e-07
    9.930498675355670e-03    4.978855300896238e+00   -2.431494930795157e-02   -2.499655929845179e-02   -9.627118618045669e-03    4.699589651826779e-02   -1.370012297184069e-03   -1.331225767014432e-02   -4.853332209973915e-07
    1.175411242783730e-02    5.893160744676510e+00   -3.587238231968481e-02   -2.838734554328107e-02   -5.159012314557910e-03    5.453725422107564e-02    3.522836250762245e-03   -1.135810476290142e-02   -5.449427844875232e-07
    1.373503762008343e-02    6.886337443704699e+00   -4.912345514668182e-02   -2.863650535891721e-02   -9.765714518685370e-04    6.759351296208232e-02    2.179029702016140e-03   -8.963377307372063e-03   -6.119859970333402e-07
    1.587295892349216e-02    7.958227301642201e+00   -6.303606108284113e-02   -2.562512790898145e-02    2.282918558037695e-03    8.338779559372131e-02   -3.564126716623451e-03   -6.553911307768474e-03   -6.902489185440022e-07
